거주자우선주차구획번호,거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자,행정동
55-417,37.2772,126.997,동말로26번옆길(417),화서동 184-313,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-418,37.2771,126.997,동말로26번옆길(417),화서동 184-58,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-419,37.2771,126.997,동말로26번옆길(417),화서동 184-279,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-420,37.277,126.997,동말로26번옆길(417),화서동 184-289,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-421,37.2769,126.997,동말로26번옆길(417),화서동 184-285,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-422,37.2769,126.997,동말로26번옆길(417),화서동 184-272,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-423,37.2768,126.997,동말로26번옆길(417),화서동 184-272,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-424,37.2768,126.997,동말로26번옆길(417),화서동 184-272,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-425,37.2767,126.997,동말로26번옆길(417),화서동 184-276,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-406,37.2776,126.999,동말로48번옆길(406),화서동 181-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-409,37.2774,126.998,동말로48번옆길(406),화서동 184-132,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-411,37.2774,126.998,동말로48번옆길(406),화서동 184-32,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-415,37.2772,126.998,동말로48번옆길(406),화서동 184-122,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-357,37.2775,126.997,동말로밑길(353+3),화서동 184-135,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-358,37.2775,126.997,동말로밑길(353+3),화서동 184-135,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-359,37.2774,126.997,동말로밑길(353+3),화서동 184-136,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-363,37.2772,126.997,동말로밑길(353+3),화서동 184-287,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-364,37.2772,126.997,동말로밑길(353+3),화서동 184-342,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-366,37.277,126.996,동말로밑길(353+3),화서동 184-291,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-916,37.2774,126.997,동말로밑길(353+3),경기 수원시 팔달구 화서동 184-,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-367,37.2769,126.996,동말로밑길(353+3),화서동 184-67,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-368,37.2769,126.996,동말로밑길(353+3),화서동 184-67,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-371,37.2768,126.995,동말로밑길(353+3),화서동 184-344,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-374,37.2767,126.995,동말로밑길(353+3),화서동 184-253,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-893,37.2776,126.998,동말로밑길(353+3),화서동 184-21,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
55-894,37.2776,126.998,동말로밑길(353+3),화서동 184-21,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,화서1동
73-75,37.2548,127.037,동수원로 286번길(63),매탄동 1178-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-76,37.2548,127.038,동수원로 286번길(63),매탄동 1178-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-77,37.2548,127.038,동수원로 286번길(63),매탄동 1177-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-78,37.2548,127.038,동수원로 286번길(63),매탄동 1193-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-79,37.2548,127.038,동수원로 286번길(63),매탄동 1193-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-80,37.2548,127.038,동수원로 286번길(63),매탄동 1193-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-93,37.2545,127.039,동수원로 286번길(63),매탄동 1174-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-94,37.2545,127.039,동수원로 286번길(63),매탄동 1174-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-95,37.2545,127.039,동수원로 286번길(63),매탄동 1174-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-96,37.2544,127.039,동수원로 286번길(63),매탄동 1174-8,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-87,37.2547,127.038,동수원로 286번길(63),매탄동 1176-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-88,37.2547,127.039,동수원로 286번길(63),매탄동 1176-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-89,37.2547,127.039,동수원로 286번길(63),매탄동 1174-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-90,37.2547,127.039,동수원로 286번길(63),매탄동 1174-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-91,37.2546,127.039,동수원로 286번길(63),매탄동 1174-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-92,37.2546,127.039,동수원로 286번길(63),매탄동 1174-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-81,37.2548,127.038,동수원로 286번길(63),매탄동 1193-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-82,37.2548,127.038,동수원로 286번길(63),매탄동 1193-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-83,37.2548,127.038,동수원로 286번길(63),매탄동 1176-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-84,37.2547,127.038,동수원로 286번길(63),매탄동 1176-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-85,37.2547,127.038,동수원로 286번길(63),매탄동 1176-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-86,37.2547,127.038,동수원로 286번길(63),매탄동 1176-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
73-244,37.2552,127.038,동수원로 286번옆길(243),매탄동 1176-16,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-245,37.2552,127.038,동수원로 286번옆길(243),매탄동 1176-15,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-246,37.2551,127.038,동수원로 286번옆길(243),매탄동 1176-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-247,37.2551,127.038,동수원로 286번옆길(243),매탄동 1176-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-248,37.255,127.038,동수원로 286번옆길(243),매탄동 1176-13,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-249,37.255,127.038,동수원로 286번옆길(243),매탄동 1176-13,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-250,37.2549,127.038,동수원로 286번옆길(243),매탄동 1176-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
73-328,37.2554,127.038,동수원로 286번옆길(243),매탄동 1176-19,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,매탄3동
40-999,37.2362,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1000,37.2361,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1001,37.2361,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1002,37.236,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1003,37.236,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1004,37.2359,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1068,37.2362,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1062,37.2359,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1063,37.2359,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1064,37.236,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1065,37.236,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1066,37.236,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1067,37.2361,127.026,동수원로 58번길(997),곡반정동 582-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1056,37.2356,127.026,동수원로 58번길(997),곡반정동 584-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1057,37.2357,127.026,동수원로 58번길(997),곡반정동 584-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1058,37.2357,127.026,동수원로 58번길(997),곡반정동 584-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1059,37.2358,127.026,동수원로 58번길(997),곡반정동 584-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1060,37.2358,127.026,동수원로 58번길(997),곡반정동 584-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1061,37.2358,127.026,동수원로 58번길(997),곡반정동 584-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1050,37.2353,127.027,동수원로 58번길(997),곡반정동 584-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1051,37.2354,127.027,동수원로 58번길(997),곡반정동 584-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1052,37.2354,127.027,동수원로 58번길(997),곡반정동 584-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1053,37.2355,127.026,동수원로 58번길(997),곡반정동 584-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1054,37.2356,127.026,동수원로 58번길(997),곡반정동 584-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1055,37.2356,127.026,동수원로 58번길(997),곡반정동 584-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1044,37.235,127.027,동수원로 58번길(997),곡반정동 593-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1045,37.235,127.027,동수원로 58번길(997),곡반정동 593-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1046,37.2351,127.027,동수원로 58번길(997),곡반정동 593-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1047,37.2351,127.027,동수원로 58번길(997),곡반정동 593-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1048,37.2352,127.027,동수원로 58번길(997),곡반정동 593-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1049,37.2353,127.027,동수원로 58번길(997),곡반정동 584-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1038,37.2348,127.027,동수원로 58번길(997),곡반정동 593-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
